,возраст,профессия,семейное_положение,образование,кредит_дефолт,жилищный_кредит,кредит,взаимодействие,контакт_месяц,контакт_день_недели,контакт_количество,контакт_период,контакт_прошлый_количество,контакт_прошлый_исход,контакт_исход,Id
17877,37,техник/механик,женат/замужем,специальное,0,1,0,домашний,5,чт,2,999,0,-,0,17877
17878,41,администриратор,разведен,среднее,0,0,0,домашний,5,пт,1,999,0,-,0,17878
17879,40,администриратор,не женат/не замужем,высшее,N/A,0,0,домашний,6,чт,1,999,0,-,0,17879
17880,42,техник/механик,женат/замужем,специальное,N/A,0,0,мобильный,8,ср,2,999,0,-,0,17880
17881,38,рабочий,разведен,среднее,0,1,0,мобильный,7,пн,2,999,0,-,0,17881
17882,31,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,8,пн,1,999,0,-,0,17882
17883,34,техник/механик,разведен,специальное,0,1,0,мобильный,8,пт,1,999,0,-,0,17883
17884,46,техник/механик,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,вт,4,999,0,-,1,17884
17885,31,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,7,чт,3,999,0,-,0,17885
17886,41,рабочий,женат/замужем,специальное,N/A,1,0,мобильный,4,пт,1,999,0,-,0,17886
17887,35,сфера услуг,женат/замужем,среднее,N/A,0,0,домашний,5,вт,1,999,0,-,0,17887
17888,52,техник/механик,женат/замужем,специальное,0,1,1,мобильный,8,ср,3,999,0,-,0,17888
17889,54,администриратор,разведен,среднее,0,0,0,мобильный,7,пн,5,999,0,-,0,17889
17890,19,учащийся,не женат/не замужем,среднее,0,1,0,мобильный,12,вт,2,999,3,0,0,17890
17891,37,рабочий,не женат/не замужем,N/A,0,0,0,домашний,5,пт,5,999,0,-,0,17891
17892,35,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,7,пн,2,999,0,-,0,17892
17893,26,администриратор,женат/замужем,среднее,0,0,0,мобильный,6,ср,5,999,0,-,1,17893
17894,52,менеджмент,женат/замужем,N/A,N/A,1,0,домашний,6,пт,13,999,0,-,0,17894
17895,40,предприниматель,разведен,высшее,0,0,0,мобильный,11,пн,2,999,0,-,0,17895
17896,57,менеджмент,разведен,среднее,0,0,0,домашний,5,чт,1,999,0,-,0,17896
17897,32,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,7,пт,3,999,0,-,0,17897
17898,40,менеджмент,женат/замужем,неоконченное среднее,N/A,N/A,N/A,домашний,5,чт,1,999,0,-,0,17898
17899,55,менеджмент,женат/замужем,высшее,0,0,1,мобильный,7,ср,2,3,1,1,1,17899
17900,26,предприниматель,не женат/не замужем,среднее,0,1,0,мобильный,5,пн,2,999,0,-,0,17900
17901,50,администриратор,женат/замужем,высшее,0,0,0,мобильный,6,пн,1,3,1,1,1,17901
17902,35,самозанятый,женат/замужем,неоконченное среднее,0,0,0,домашний,8,пт,9,999,0,-,0,17902
17903,36,администриратор,женат/замужем,среднее,0,1,1,домашний,11,чт,3,999,0,-,0,17903
17904,24,рабочий,не женат/не замужем,неоконченное среднее,0,0,0,домашний,5,пт,4,999,1,0,0,17904
17905,30,самозанятый,женат/замужем,высшее,0,1,0,домашний,7,вт,6,999,0,-,0,17905
17906,30,администриратор,женат/замужем,высшее,0,0,1,мобильный,8,чт,4,999,0,-,0,17906
17907,29,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,8,вт,1,999,0,-,0,17907
17908,32,безработный,женат/замужем,высшее,0,1,0,мобильный,7,пт,2,999,0,-,0,17908
17909,43,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,4,пт,1,999,1,0,0,17909
17910,44,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,7,чт,2,999,0,-,0,17910
17911,53,менеджмент,женат/замужем,высшее,0,1,0,мобильный,5,ср,2,999,1,0,0,17911
17912,37,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,7,ср,1,999,0,-,0,17912
17913,35,рабочий,не женат/не замужем,среднее,0,1,0,мобильный,5,чт,1,999,1,0,0,17913
17914,31,администриратор,женат/замужем,N/A,0,1,0,мобильный,5,ср,1,999,0,-,0,17914
17915,26,техник/механик,не женат/не замужем,специальное,0,0,0,домашний,6,ср,5,999,0,-,0,17915
17916,34,самозанятый,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,8,пн,3,999,0,-,0,17916
17917,60,администриратор,разведен,среднее,N/A,1,0,мобильный,5,пт,1,999,0,-,0,17917
17918,57,администриратор,женат/замужем,среднее,0,1,0,мобильный,8,пн,1,999,0,-,0,17918
17919,50,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,7,чт,2,999,0,-,0,17919
17920,41,администриратор,разведен,высшее,0,0,0,домашний,11,вт,4,999,1,0,0,17920
17921,34,администриратор,женат/замужем,высшее,0,0,0,мобильный,5,пт,1,999,0,-,0,17921
17922,46,рабочий,женат/замужем,неоконченное среднее,N/A,1,1,мобильный,7,пн,3,999,0,-,0,17922
17923,43,сфера услуг,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,пт,1,999,0,-,0,17923
17924,50,рабочий,женат/замужем,специальное,N/A,1,0,мобильный,7,пн,3,999,0,-,0,17924
17925,37,рабочий,не женат/не замужем,неоконченное среднее,N/A,0,0,домашний,5,пт,3,999,0,-,1,17925
17926,35,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,5,ср,3,999,0,-,0,17926
17927,48,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,пт,1,999,0,-,0,17927
17928,25,сфера услуг,не женат/не замужем,среднее,0,0,0,мобильный,7,ср,1,999,0,-,0,17928
17929,38,рабочий,не женат/не замужем,среднее,0,1,0,мобильный,8,пн,1,999,0,-,0,17929
17930,32,сфера услуг,женат/замужем,среднее,0,0,0,домашний,11,вт,1,999,0,-,0,17930
17931,36,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,4,чт,2,999,0,-,0,17931
17932,41,предприниматель,разведен,N/A,0,1,0,мобильный,5,пт,1,999,0,-,0,17932
17933,45,домохозяйка,женат/замужем,среднее,N/A,0,0,мобильный,11,ср,3,999,0,-,0,17933
17934,29,администриратор,женат/замужем,среднее,0,1,1,мобильный,11,ср,1,999,0,-,0,17934
17935,42,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,пт,2,999,0,-,0,17935
17936,35,администриратор,не женат/не замужем,среднее,0,1,1,мобильный,5,пн,1,999,1,0,0,17936
17937,33,сфера услуг,не женат/не замужем,среднее,0,0,0,домашний,6,ср,2,999,0,-,0,17937
17938,18,учащийся,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,12,пн,1,999,1,0,0,17938
17939,29,учащийся,женат/замужем,среднее,0,0,1,домашний,6,чт,2,999,0,-,0,17939
17940,58,пенсионер,разведен,среднее,0,1,0,мобильный,6,чт,2,999,0,-,0,17940
17941,30,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,5,чт,1,999,0,-,0,17941
17942,39,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,чт,1,999,0,-,0,17942
17943,34,сфера услуг,женат/замужем,неоконченное среднее,0,1,1,домашний,5,пн,2,999,1,0,0,17943
17944,39,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,5,вт,6,999,0,-,0,17944
17945,42,администриратор,женат/замужем,среднее,0,1,0,мобильный,11,пн,1,999,0,-,0,17945
17946,52,самозанятый,женат/замужем,высшее,0,1,0,домашний,5,пт,2,999,0,-,0,17946
17947,36,безработный,не женат/не замужем,среднее,0,1,0,мобильный,9,вт,1,3,1,1,1,17947
17948,51,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,чт,7,999,0,-,0,17948
17949,55,администриратор,женат/замужем,специальное,0,1,0,мобильный,12,вт,1,9,2,1,1,17949
17950,38,техник/механик,разведен,специальное,0,0,0,домашний,6,вт,2,999,0,-,0,17950
17951,51,сфера услуг,женат/замужем,специальное,N/A,0,0,домашний,6,вт,1,999,0,-,0,17951
17952,27,сфера услуг,не женат/не замужем,среднее,N/A,0,0,мобильный,7,чт,4,999,0,-,1,17952
17953,38,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,11,чт,1,999,0,-,0,17953
17954,28,администриратор,не женат/не замужем,среднее,0,1,0,домашний,7,вт,1,999,0,-,0,17954
17955,42,техник/механик,женат/замужем,высшее,0,0,0,домашний,11,вт,2,999,0,-,0,17955
17956,44,безработный,женат/замужем,неоконченное среднее,N/A,0,1,мобильный,7,ср,1,999,0,-,0,17956
17957,28,рабочий,не женат/не замужем,неоконченное среднее,0,0,0,мобильный,4,пн,1,999,0,-,0,17957
17958,52,рабочий,разведен,среднее,0,0,0,домашний,6,ср,2,999,0,-,0,17958
17959,22,рабочий,не женат/не замужем,неоконченное среднее,0,1,1,мобильный,7,пн,1,999,0,-,1,17959
17960,29,безработный,не женат/не замужем,среднее,0,0,0,мобильный,4,ср,2,999,0,-,0,17960
17961,54,домохозяйка,N/A,неоконченное среднее,0,1,0,мобильный,7,ср,13,999,0,-,0,17961
17962,46,администриратор,разведен,высшее,N/A,1,1,домашний,7,вт,1,999,0,-,0,17962
17963,38,менеджмент,женат/замужем,высшее,0,1,0,домашний,11,пн,1,999,0,-,0,17963
17964,34,рабочий,женат/замужем,специальное,0,1,0,домашний,6,пн,1,999,0,-,0,17964
17965,45,рабочий,женат/замужем,неоконченное среднее,N/A,1,1,домашний,5,ср,1,999,0,-,0,17965
17966,40,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,7,чт,3,999,0,-,0,17966
17967,29,администриратор,не женат/не замужем,среднее,0,N/A,N/A,мобильный,7,ср,1,999,0,-,0,17967
17968,25,рабочий,не женат/не замужем,среднее,0,1,0,мобильный,7,чт,1,999,0,-,0,17968
17969,49,администриратор,женат/замужем,высшее,0,1,0,домашний,5,пн,1,999,0,-,0,17969
17970,49,рабочий,не женат/не замужем,неоконченное среднее,N/A,0,0,мобильный,7,ср,1,999,0,-,0,17970
17971,48,администриратор,разведен,среднее,0,0,1,мобильный,4,пт,3,999,0,-,1,17971
17972,51,техник/механик,женат/замужем,специальное,0,1,0,мобильный,8,вт,3,999,0,-,1,17972
17973,25,администриратор,разведен,специальное,0,0,0,мобильный,7,пн,1,999,0,-,0,17973
17974,52,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,6,вт,2,999,0,-,0,17974
17975,35,администриратор,женат/замужем,специальное,0,0,0,мобильный,7,чт,1,999,0,-,0,17975
17976,22,учащийся,не женат/не замужем,среднее,0,1,0,мобильный,5,ср,1,999,0,-,0,17976
17977,41,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,3,пн,1,999,0,-,0,17977
17978,50,администриратор,разведен,среднее,0,0,0,мобильный,8,чт,9,999,0,-,1,17978
17979,53,домохозяйка,женат/замужем,N/A,0,1,0,мобильный,8,пн,2,999,0,-,0,17979
17980,27,сфера услуг,не женат/не замужем,среднее,0,1,0,мобильный,7,вт,1,999,0,-,0,17980
17981,30,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,5,пн,1,999,0,-,0,17981
17982,53,самозанятый,женат/замужем,высшее,0,1,0,мобильный,7,пн,3,999,0,-,0,17982
17983,37,домохозяйка,разведен,среднее,0,0,0,мобильный,9,ср,1,999,0,-,0,17983
17984,64,пенсионер,женат/замужем,высшее,0,0,0,домашний,8,пн,1,999,0,-,0,17984
17985,44,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,8,пн,3,999,0,-,0,17985
17986,39,менеджмент,не женат/не замужем,высшее,0,1,0,мобильный,4,пт,2,999,0,-,1,17986
17987,43,сфера услуг,женат/замужем,среднее,0,1,1,домашний,7,пн,8,999,0,-,0,17987
17988,56,пенсионер,женат/замужем,неоконченное среднее,N/A,1,1,домашний,5,пн,4,999,0,-,0,17988
17989,30,техник/механик,не женат/не замужем,специальное,0,N/A,N/A,домашний,9,чт,1,12,2,0,1,17989
17990,48,техник/механик,женат/замужем,N/A,N/A,0,0,мобильный,11,пн,1,999,0,-,0,17990
17991,41,домохозяйка,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,8,ср,1,999,0,-,0,17991
17992,35,предприниматель,женат/замужем,высшее,N/A,1,1,домашний,5,вт,2,999,0,-,0,17992
17993,34,рабочий,женат/замужем,неоконченное среднее,N/A,0,1,домашний,6,пн,1,999,0,-,0,17993
17994,30,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,5,пн,1,999,0,-,0,17994
17995,27,администриратор,женат/замужем,высшее,0,1,0,мобильный,6,пн,2,999,0,-,0,17995
17996,37,сфера услуг,женат/замужем,среднее,0,0,0,мобильный,5,чт,3,999,0,-,0,17996
17997,31,сфера услуг,женат/замужем,неоконченное среднее,0,0,0,домашний,5,вт,2,999,0,-,1,17997
17998,34,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,вт,6,999,0,-,0,17998
17999,42,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,домашний,6,чт,2,999,0,-,0,17999
18000,37,менеджмент,женат/замужем,высшее,0,1,0,мобильный,11,вт,1,999,0,-,0,18000
18001,71,пенсионер,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,пт,1,999,0,-,1,18001
18002,39,менеджмент,не женат/не замужем,высшее,0,0,0,домашний,5,пт,1,999,0,-,0,18002
18003,25,учащийся,не женат/не замужем,высшее,0,0,1,домашний,6,вт,6,999,1,0,1,18003
18004,32,сфера услуг,женат/замужем,среднее,0,1,0,мобильный,11,чт,1,999,1,0,0,18004
18005,39,администриратор,женат/замужем,специальное,0,1,0,домашний,5,пн,2,999,0,-,0,18005
18006,46,техник/механик,разведен,специальное,0,1,0,мобильный,8,вт,6,999,0,-,0,18006
18007,31,администриратор,не женат/не замужем,высшее,0,0,0,домашний,5,ср,2,999,0,-,0,18007
18008,33,администриратор,женат/замужем,среднее,N/A,1,0,мобильный,7,чт,2,999,0,-,0,18008
18009,34,администриратор,не женат/не замужем,специальное,0,0,0,домашний,4,вт,1,999,0,-,0,18009
18010,37,техник/механик,не женат/не замужем,специальное,N/A,1,0,мобильный,8,чт,1,999,0,-,1,18010
18011,32,администриратор,не женат/не замужем,среднее,N/A,0,0,мобильный,7,пн,3,999,0,-,1,18011
18012,35,менеджмент,женат/замужем,среднее,0,1,0,домашний,6,вт,2,999,0,-,0,18012
18013,53,домохозяйка,женат/замужем,неоконченное среднее,0,N/A,N/A,домашний,6,чт,1,999,0,-,0,18013
18014,38,техник/механик,разведен,среднее,N/A,0,0,мобильный,8,пн,2,999,0,-,0,18014
18015,38,техник/механик,женат/замужем,специальное,0,0,0,мобильный,5,чт,1,999,0,-,0,18015
18016,37,сфера услуг,не женат/не замужем,специальное,0,1,0,мобильный,5,пт,2,999,0,-,0,18016
18017,36,техник/механик,не женат/не замужем,высшее,N/A,0,0,мобильный,8,чт,1,999,0,-,0,18017
18018,55,техник/механик,разведен,специальное,0,0,1,мобильный,8,вт,1,999,0,-,0,18018
18019,25,самозанятый,не женат/не замужем,высшее,0,0,0,домашний,5,пн,1,999,0,-,0,18019
18020,36,самозанятый,женат/замужем,высшее,0,0,1,мобильный,6,пн,1,999,1,0,1,18020
18021,48,рабочий,разведен,неоконченное среднее,N/A,0,0,домашний,5,чт,1,999,0,-,0,18021
18022,38,администриратор,не женат/не замужем,среднее,0,0,1,домашний,7,чт,2,999,0,-,0,18022
18023,38,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,5,вт,2,999,1,0,1,18023
18024,41,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,4,пт,3,999,1,0,1,18024
18025,33,самозанятый,не женат/не замужем,высшее,0,N/A,N/A,домашний,6,пт,5,999,0,-,0,18025
18026,41,техник/механик,женат/замужем,специальное,0,1,0,мобильный,8,ср,8,999,0,-,0,18026
18027,31,администриратор,женат/замужем,специальное,N/A,1,0,мобильный,8,пт,1,999,0,-,0,18027
18028,34,администриратор,женат/замужем,специальное,0,1,1,мобильный,5,пн,1,999,0,-,0,18028
18029,56,пенсионер,разведен,неоконченное среднее,0,0,1,мобильный,7,ср,3,999,0,-,0,18029
18030,39,безработный,не женат/не замужем,среднее,0,1,0,домашний,4,пн,1,999,0,-,0,18030
18031,47,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,пн,2,999,0,-,0,18031
18032,48,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,пн,6,999,0,-,0,18032
18033,26,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,7,ср,5,999,0,-,0,18033
18034,57,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,11,пт,7,999,1,0,0,18034
18035,28,домохозяйка,женат/замужем,среднее,0,0,0,мобильный,7,пт,2,999,0,-,0,18035
18036,29,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,вт,15,999,0,-,0,18036
18037,30,администриратор,не женат/не замужем,высшее,0,1,1,мобильный,7,чт,1,999,0,-,0,18037
18038,25,учащийся,не женат/не замужем,высшее,0,1,0,домашний,3,пт,3,999,1,0,0,18038
18039,40,предприниматель,женат/замужем,неоконченное среднее,0,1,0,домашний,6,пт,3,999,0,-,0,18039
18040,54,рабочий,женат/замужем,высшее,0,0,1,домашний,5,вт,4,999,0,-,0,18040
18041,58,самозанятый,разведен,N/A,0,1,0,домашний,5,вт,2,999,0,-,0,18041
18042,53,администриратор,не женат/не замужем,N/A,N/A,1,0,мобильный,7,чт,2,999,0,-,0,18042
18043,45,администриратор,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,вт,2,999,0,-,0,18043
18044,31,администриратор,разведен,среднее,0,1,0,мобильный,5,пн,2,999,0,-,0,18044
18045,30,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,11,вт,1,999,0,-,1,18045
18046,30,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,5,пн,2,999,0,-,1,18046
18047,45,самозанятый,разведен,высшее,0,0,1,мобильный,5,пт,1,999,0,-,0,18047
18048,46,администриратор,женат/замужем,среднее,0,1,0,мобильный,10,ср,1,999,0,-,0,18048
18049,33,рабочий,разведен,неоконченное среднее,N/A,1,0,домашний,5,чт,1,999,0,-,0,18049
18050,30,техник/механик,не женат/не замужем,среднее,0,0,0,домашний,7,чт,4,999,0,-,0,18050
18051,33,сфера услуг,не женат/не замужем,среднее,0,1,0,мобильный,10,пн,1,6,1,1,1,18051
18052,59,администриратор,женат/замужем,высшее,0,1,1,домашний,5,вт,9,999,0,-,0,18052
18053,40,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,7,пн,6,999,0,-,0,18053
18054,30,сфера услуг,женат/замужем,среднее,N/A,0,0,домашний,5,пт,2,999,0,-,0,18054
18055,40,администриратор,женат/замужем,среднее,0,0,0,домашний,6,пт,1,999,0,-,0,18055
18056,66,пенсионер,разведен,среднее,0,0,0,мобильный,7,ср,1,999,1,0,0,18056
18057,46,администриратор,женат/замужем,высшее,0,0,0,домашний,5,вт,3,999,0,-,1,18057
18058,53,самозанятый,женат/замужем,неоконченное среднее,0,1,1,мобильный,11,чт,2,999,1,0,0,18058
18059,34,рабочий,женат/замужем,неоконченное среднее,N/A,0,1,домашний,5,чт,2,999,0,-,0,18059
18060,49,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,чт,2,999,0,-,0,18060
18061,35,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,домашний,5,вт,1,999,0,-,0,18061
18062,30,рабочий,не женат/не замужем,среднее,0,1,0,мобильный,6,ср,2,999,0,-,0,18062
18063,58,самозанятый,женат/замужем,высшее,0,0,0,мобильный,11,ср,1,999,0,-,0,18063
18064,40,техник/механик,женат/замужем,неоконченное среднее,0,1,0,домашний,5,вт,1,999,0,-,0,18064
18065,56,сфера услуг,женат/замужем,высшее,0,0,0,мобильный,7,пн,2,999,0,-,0,18065
18066,35,менеджмент,разведен,высшее,0,N/A,N/A,мобильный,8,пн,3,999,0,-,0,18066
18067,46,техник/механик,разведен,специальное,0,0,0,мобильный,7,ср,3,999,0,-,0,18067
18068,54,менеджмент,женат/замужем,высшее,0,1,0,мобильный,6,ср,1,999,0,-,0,18068
18069,57,техник/механик,разведен,специальное,0,0,0,мобильный,7,чт,2,999,0,-,0,18069
18070,35,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,вт,10,999,0,-,0,18070
18071,28,самозанятый,женат/замужем,высшее,0,1,1,мобильный,7,ср,3,999,0,-,0,18071
18072,35,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,чт,1,999,0,-,0,18072
18073,29,самозанятый,женат/замужем,высшее,0,1,1,мобильный,11,пт,1,999,0,-,1,18073
18074,37,администриратор,женат/замужем,среднее,0,1,0,домашний,5,пт,2,999,0,-,0,18074
18075,32,техник/механик,не женат/не замужем,высшее,0,1,0,мобильный,7,вт,5,999,0,-,0,18075
18076,40,техник/механик,не женат/не замужем,специальное,0,0,0,мобильный,7,пт,2,999,0,-,0,18076
18077,58,домохозяйка,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,пт,2,999,0,-,0,18077
18078,48,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,8,чт,3,999,0,-,0,18078
18079,33,менеджмент,женат/замужем,неоконченное среднее,0,0,0,мобильный,4,пт,2,999,0,-,0,18079
18080,30,самозанятый,женат/замужем,высшее,0,1,0,домашний,9,пн,2,999,0,-,0,18080
18081,37,техник/механик,женат/замужем,высшее,0,1,0,мобильный,8,пн,2,999,0,-,0,18081
18082,29,самозанятый,женат/замужем,высшее,0,0,0,мобильный,3,ср,2,999,0,-,1,18082
18083,55,самозанятый,женат/замужем,N/A,N/A,0,0,домашний,5,чт,1,999,0,-,0,18083
18084,36,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,8,ср,1,999,2,0,0,18084
18085,42,предприниматель,женат/замужем,среднее,0,1,0,домашний,11,пн,2,999,1,0,0,18085
18086,31,самозанятый,женат/замужем,высшее,0,1,0,мобильный,7,пт,1,999,0,-,0,18086
18087,36,рабочий,не женат/не замужем,среднее,0,0,0,мобильный,8,ср,2,999,0,-,0,18087
18088,49,безработный,женат/замужем,среднее,N/A,1,0,мобильный,8,пт,1,999,0,-,0,18088
18089,59,домохозяйка,женат/замужем,неоконченное среднее,0,0,0,домашний,6,пт,3,999,0,-,0,18089
18090,39,менеджмент,женат/замужем,высшее,0,1,0,домашний,11,ср,1,999,0,-,1,18090
18091,37,рабочий,не женат/не замужем,специальное,0,1,0,мобильный,8,ср,1,999,0,-,0,18091
18092,31,сфера услуг,не женат/не замужем,среднее,0,1,0,домашний,5,вт,12,999,0,-,0,18092
18093,27,менеджмент,не женат/не замужем,высшее,0,1,0,домашний,5,чт,2,999,0,-,0,18093
18094,51,пенсионер,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,вт,1,999,0,-,0,18094
18095,43,самозанятый,разведен,высшее,0,0,0,домашний,5,чт,1,999,0,-,0,18095
18096,38,рабочий,не женат/не замужем,N/A,N/A,0,0,мобильный,5,пт,1,999,0,-,0,18096
18097,31,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,ср,1,999,0,-,0,18097
18098,41,N/A,женат/замужем,неоконченное среднее,0,0,1,домашний,6,пт,4,999,0,-,0,18098
18099,36,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,6,чт,2,999,0,-,0,18099
18100,22,сфера услуг,не женат/не замужем,специальное,0,1,1,мобильный,9,чт,1,999,0,-,1,18100
18101,30,рабочий,женат/замужем,неоконченное среднее,0,0,1,мобильный,5,вт,6,999,1,0,0,18101
18102,42,техник/механик,женат/замужем,специальное,N/A,0,0,домашний,6,пн,9,999,0,-,0,18102
18103,40,техник/механик,женат/замужем,специальное,N/A,0,0,домашний,5,ср,1,999,0,-,0,18103
18104,48,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,4,чт,3,999,0,-,1,18104
18105,30,рабочий,женат/замужем,среднее,0,1,0,мобильный,8,пт,1,999,0,-,1,18105
18106,39,сфера услуг,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,чт,1,999,0,-,0,18106
18107,43,предприниматель,женат/замужем,специальное,0,0,0,мобильный,8,чт,2,999,0,-,0,18107
18108,34,рабочий,не женат/не замужем,среднее,0,0,0,домашний,5,пт,5,999,1,0,0,18108
18109,31,рабочий,не женат/не замужем,неоконченное среднее,0,1,1,мобильный,4,пн,1,999,0,-,0,18109
18110,32,администриратор,женат/замужем,среднее,0,1,0,домашний,6,ср,1,999,0,-,0,18110
18111,48,рабочий,женат/замужем,N/A,N/A,N/A,N/A,мобильный,8,вт,3,999,0,-,0,18111
18112,52,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,ср,1,999,0,-,0,18112
18113,34,администриратор,женат/замужем,высшее,0,0,0,домашний,5,пн,2,999,0,-,0,18113
18114,25,учащийся,не женат/не замужем,среднее,0,0,0,мобильный,6,пн,2,999,0,-,1,18114
18115,59,сфера услуг,женат/замужем,среднее,N/A,1,0,домашний,6,пт,7,999,0,-,0,18115
18116,31,безработный,не женат/не замужем,среднее,0,1,0,мобильный,7,ср,1,999,0,-,0,18116
18117,30,техник/механик,женат/замужем,среднее,0,0,0,мобильный,8,чт,1,999,0,-,0,18117
18118,40,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,пт,1,999,0,-,0,18118
18119,42,администриратор,женат/замужем,среднее,0,N/A,N/A,мобильный,5,вт,3,999,1,0,1,18119
18120,38,техник/механик,женат/замужем,высшее,0,0,0,мобильный,3,чт,1,999,0,-,1,18120
18121,35,администриратор,не женат/не замужем,неоконченное среднее,0,1,0,домашний,5,чт,6,999,0,-,0,18121
18122,41,безработный,женат/замужем,среднее,0,0,0,мобильный,9,ср,1,6,3,1,1,18122
18123,30,администриратор,женат/замужем,высшее,0,0,1,мобильный,8,пн,2,999,0,-,0,18123
18124,43,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,7,вт,2,999,0,-,0,18124
18125,27,администриратор,женат/замужем,высшее,0,0,1,мобильный,7,пт,2,999,0,-,1,18125
18126,40,самозанятый,женат/замужем,высшее,0,0,0,мобильный,4,пт,1,999,0,-,0,18126
18127,29,рабочий,женат/замужем,среднее,0,1,0,мобильный,11,ср,3,999,0,-,0,18127
18128,38,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,домашний,7,ср,3,999,0,-,0,18128
18129,32,сфера услуг,разведен,среднее,N/A,1,0,мобильный,7,чт,1,999,0,-,0,18129
18130,50,безработный,N/A,неоконченное среднее,0,0,0,домашний,11,вт,6,999,1,0,0,18130
18131,40,учащийся,не женат/не замужем,среднее,0,0,0,мобильный,11,пт,6,999,0,-,0,18131
18132,35,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,пн,2,999,0,-,0,18132
18133,37,безработный,женат/замужем,среднее,0,1,0,домашний,6,чт,1,999,0,-,0,18133
18134,37,администриратор,разведен,среднее,0,0,0,мобильный,7,чт,4,999,0,-,0,18134
18135,37,сфера услуг,не женат/не замужем,среднее,0,1,0,мобильный,4,ср,1,999,0,-,1,18135
18136,47,сфера услуг,женат/замужем,среднее,N/A,1,0,домашний,5,ср,1,999,0,-,0,18136
18137,47,самозанятый,не женат/не замужем,N/A,0,1,0,мобильный,7,ср,1,999,0,-,0,18137
18138,35,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,7,пт,2,999,0,-,0,18138
18139,31,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,11,вт,4,999,0,-,0,18139
18140,33,рабочий,женат/замужем,среднее,0,1,0,домашний,5,ср,1,999,0,-,0,18140
18141,58,безработный,разведен,специальное,0,0,1,мобильный,8,вт,1,999,0,-,0,18141
18142,38,администриратор,женат/замужем,среднее,0,N/A,N/A,домашний,5,ср,16,999,0,-,0,18142
